participant_id,participant_longitude,participant_latitude,participant_zip_code,participant_city,participant_state,age,gender,hispanic_or_latino,race,race_self_identify_text,education_level,languages_home,languages_home_other,last_flood_experience,flood_preparation_actions,flood_response_actions,flood_map_experience,flood_map_experience_other,selected_folder,selected_image,image_longitude,image_latitude,image_zip_code,image_city,image_state,flood_risk_severity,flood_frequency,flood_risk_understanding,confidence_in_map,likely_to_buy_property,likely_to_rent_property,likely_to_buy_insurance,likely_to_take_preventive_actions,use_flood_maps_frequency,ease_of_interpretation,additional_comments
024,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Created an emergency plan with family or household members,Evacuated to a safer location before the flood","Moved to a shelter or safe location,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_153,-122.50922,37.8711566,94965,Marin City,California,Moderate,1,Very well,Very confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Often,Somewhat difficult,nice
024,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Created an emergency plan with family or household members,Evacuated to a safer location before the flood","Moved to a shelter or safe location,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_37,-84.506947,39.090957,41071,Covington,Kentucky,Moderate,1,Slightly well,Very confident,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,Often,Neither easy nor difficult,nice
025,-97.822,37.751,81505,Grand Junction,Colorado,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2021,"Secured important documents and valuables,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Used a generator or backup power supply,Stayed inside and monitored flood updates,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_252,-76.304171,36.896899,23508,Norfolk,Virginia,Low,2022,Moderately well,Very confident,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Sometimes,Somewhat difficult,
025,-97.822,37.751,81505,Grand Junction,Colorado,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2021,"Secured important documents and valuables,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Used a generator or backup power supply,Stayed inside and monitored flood updates,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_12,-95.121724,37.164337,67356,Osego,Kansas,Low,2021,Slightly well,Very confident,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Very likely,Often,Somewhat difficult,
026,-122.3004,47.4902,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_175,-95.1155433,29.5067404,77573,League City,Texas,High,Once every 1 year,Very well,Very confident,Very likely,Very likely,Very likely,Very likely,Always,Extremely easy,very nice
026,-122.3004,47.4902,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_57,-93.7327438,30.093099,77630,Orange,Texas,High,Once every 1 year,Very well,Very confident,Very likely,Very likely,Very likely,Very likely,Always,Extremely easy,very nice
027,-97.822,37.751,77014,Houston,Texas,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2016,"Moved belongings to higher ground,Created an emergency plan with family or household members,Evacuated to a safer location before the flood","Assisted neighbors or community members,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_158,-82.7602179,28.1554439,34689,Tarpon Springs,Florida,Moderate,4,Moderately well,Slightly confident,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Sometimes,Neither easy nor difficult,Nothing
027,-97.822,37.751,77014,Houston,Texas,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2016,"Moved belongings to higher ground,Created an emergency plan with family or household members,Evacuated to a safer location before the flood","Assisted neighbors or community members,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_79,-79.9318961,32.7697161,29415,Charleston,South Carolina,Moderate,2,Moderately well,Somewhat confident,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Sometimes,Neither easy nor difficult,Nothing
028,-77.4903,39.0469,75001,Addison,Texas,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags","Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_239,-72.796641,41.539357,6450,Meriden,Connecticut,Very High,2,Extremely well,Very confident,Very likely,Somewhat likely,Somewhat likely,Very likely,Sometimes,Extremely easy,nothing
028,-77.4903,39.0469,75001,Addison,Texas,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags","Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_203,-76.1048068,36.8292663,23452,Virginia Beach,Virginia,Very High,2,Extremely well,Extremely confident,Very likely,Somewhat likely,Very likely,Somewhat likely,Often,Extremely easy,nothing
029,-97.822,37.751,10001,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags,Did not take any action to prepare","Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_243,-123.000322,38.503416,95446,Guerneville,California,Very High,every year,Extremely well,Very confident,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Often,Somewhat difficult,good
029,-97.822,37.751,10001,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags,Did not take any action to prepare","Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_198,-70.3853585,43.4667209,4072,Saco,Maine,Very High,every year,Very well,Very confident,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Often,Somewhat difficult,good
030,-97.822,37.751,28210,Charlotte,North Carolina,35 to 44   ,Male,Yes,White ,,Master’s degree  ,English ,,2023,"Secured important documents and valuables,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_228,-82.20833,27.103213,34291,North port,Florida,Moderate,2,Moderately well,Slightly confident,Neither likely nor unlikely,Neither likely nor unlikely,Very unlikely,Somewhat likely,Sometimes,Somewhat easy,nothing
030,-97.822,37.751,28210,Charlotte,North Carolina,35 to 44   ,Male,Yes,White ,,Master’s degree  ,English ,,2023,"Secured important documents and valuables,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_98,-85.7680243,34.4410305,35968,Fort Payne,Alabama,Low,1,Moderately well,Very confident,Neither likely nor unlikely,Somewhat likely,Somewhat unlikely,Somewhat likely,Sometimes,Somewhat easy,nothing
031,-97.822,37.751,62440,Lerna,Illinois,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags","Contacted emergency services or authorities,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_96,-87.8055424,42.7297767,53405,Racine,Wisconsin,High,5,Very well,Slightly confident,Somewhat likely,Very likely,Somewhat likely,Very likely,Often,Somewhat easy,GOOD
031,-97.822,37.751,62440,Lerna,Illinois,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Installed flood barriers or sandbags","Contacted emergency services or authorities,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_153,-122.50922,37.8711566,94965,Marin City,California,Moderate,4,Moderately well,Slightly confident,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,GOOD
032,-97.822,37.751,46234,Indianapolis,Indiana,25 to 34   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2019,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables","Evacuated from the area,Contacted emergency services or authorities","Yes, personally (e.g., for personal interest or home planning) ",,historical_images,location_117,-89.8334254,37.9043118,62233,Chester,Illinois,Very High,3 years,Extremely well,Extremely confident,Somewhat unlikely,Somewhat unlikely,Very unlikely,Somewhat unlikely,Sometimes,Neither easy nor difficult,
